it'llbe,it'll be
it'lljust,it'll just
it'lltake,it'll take
they'llbe,they'll be
they'lljust,they'll just
they'llnever,they'll never
we'llget,we'll get
we'llhave,we'll have
we'lljust,we'll just
you'llget,you'll get
you'lljust,you'll just
you'llunderstand,you'll understand
could'vejust,could've just
i'vesaid,i've said
we've0,we've
we'vejust,we've just
could'vee,could've
suspects'vehicle,suspects' vehicle
could'venotdropped,could've not dropped
victims'vehicles,victims' vehicles
you'ved,you've
i'vee,i've
ld'd,ided
ldecidedlshouldstandupformyself,i decided i should stand up for myself
excided,excited
bruided,booted
devided,divided
ndecided,undecided
aren'tya,aren't ya
aren'tyou,aren't you
complimen'ts,compliments
couldn'tfind,couldn't find
couldn'tfix,couldn't fix
couldn'tjudge,couldn't judge
couldn'tjust,couldn't just
couldn'ttell,couldn't tell
couldn'tyou,couldn't you
didn'tfeel,didn't feel
didn'tfind,didn't find
didn'tfinish,didn't finish
didn'tforget,didn't forget
didn'tforgive,didn't forgive
didn'tfuck,didn't fuck
didn'thave,didn't have
didn'tintend,didn't intend
didn'tintroduce,didn't introduce
didn'tjoin,didn't join
didn'tjump,didn't jump
didn'tknow,didn't know
didn'tlike,didn't like
didn'tsay,didn't say
didn'tsee,didn't see
didn'tshow,didn't show
didn'tthink,didn't think
didn'twork,didn't work
didn'tyou,didn't you
doesn'tgive,doesn't give
doesn'tjust,doesn't just
doesn'tmatter,doesn't matter
doesn'tyour,doesn't your
don'tworry,don't worry
hadn'ta,hadn't a
hadn'tcut,hadn't cut
hadn'tstopped,hadn't stopped
hadn'tyou,hadn't you
hasn'tdied,hasn't died
idon'tlose,i don't lose
isn'the,isn't he
isn'tjohnny,isn't johnny
isn'tshe,isn't she
isn'tthe,isn't the
isn'tyou,isn't you
kevinwasn'tmissing,kevin wasn't missing
shouldn'ta,shouldn't a
shouldn'tbe,shouldn't be
shouldn'thave,shouldn't have
shouldn'tyou,shouldn't you
wasn'ta,wasn't a
wasn'the,wasn't he
wasn'tjust,wasn't just
wasn'tsad,wasn't sad
wasn'tscrewed,wasn't screwed
wasn'tso,wasn't so
wasn'tyou,wasn't you
weren'tfor,weren't for
weren'tpoor,weren't poor
weren'tyou,weren't you
wouldn't3,wouldn't
wouldn'tjust,wouldn't just
wouldn'tyou,wouldn't you
